#{"t_start": 1669409387.4536817, "env_id": null}
r,l,t
209.146912,783,6371.542428
259.524561,1001,6392.841227
30.753994,181,6396.949709
99.8886,496,6407.772946
265.759694,1001,6428.915279
248.864907,1001,6449.842223
27.919994,163,6453.632461
238.733725,1001,6474.595559
67.249608,247,6480.06161
220.466662,1001,6501.296796
280.356141,1001,6522.470499
68.699554,246,6527.899134
194.112993,946,6547.868279
224.724172,1001,6568.98684
256.322447,1001,6590.299768
38.618706,193,6594.676946
158.16309,728,6610.455023
120.850304,718,6625.561325
99.506075,525,6636.976068
240.28373,1001,6658.057589
238.838076,1001,6679.505405
250.751396,1001,6700.758617
226.360345,1001,6721.950504
151.141769,689,6736.724278
177.724545,1001,6758.82293
220.778816,1001,6780.09045
96.837694,533,6791.794331
231.258938,1001,6812.916856
155.187064,829,6830.352231
260.345316,1001,6851.583626
177.540944,1001,6872.876194
220.571751,1001,6893.999142
250.941459,1001,6915.295552
150.671527,630,6928.553265
267.106863,1001,6949.819513
91.654078,431,6959.184165
239.843436,1001,6980.470329
260.462852,1001,7001.67695
47.767322,227,7006.735869
232.499891,1001,7028.104252
240.652706,1001,7049.414005
248.721553,990,7070.364318
226.353305,922,7089.970073
257.829913,1001,7111.163973
265.002268,1001,7132.489603
283.563071,1001,7153.680216
260.832783,1001,7174.813698
249.005178,1001,7196.064322
244.079384,1001,7217.491775
221.085376,1001,7238.720735
292.644827,1001,7259.988866
255.485198,1001,7281.109444
200.01737,992,7302.283673
200.427072,778,7318.670022
125.409799,731,7334.385216
252.55633,1001,7355.856356
262.361129,1001,7376.941701
231.073555,1001,7399.229769
217.350303,1001,7420.612613
68.926152,348,7428.254623
228.758823,1001,7449.423824
271.020168,1001,7470.845949
275.903418,1001,7492.143439
205.516832,1001,7513.362315
236.211092,1001,7534.631902
252.318148,1001,7555.864985
260.440386,1001,7577.205602
279.237965,1001,7598.427029
255.83068,1001,7619.658129
289.334579,1001,7641.131981
285.493301,1001,7662.331886
247.43161,1001,7683.587276
264.552353,1001,7705.069706
202.875928,988,7725.958602
249.244456,1001,7747.231457
128.515729,568,7759.43981
133.608937,547,7771.245362
277.877168,1001,7792.37585
259.840825,1001,7814.05804
252.09228,1001,7835.486515
281.385115,1001,7856.461162
270.431886,1001,7877.57112
48.106836,225,7882.574601
144.573537,855,7900.612973
192.638606,1001,7921.938399
280.319851,1001,7943.094553
264.218435,1001,7964.473009
240.367145,936,7984.433009
280.103239,1001,8005.606497
191.370742,691,8020.385551
267.035868,1001,8042.835225
258.624432,1001,8064.354963
264.13446,1001,8085.881629
254.312654,1001,8107.17811
187.237246,1001,8128.503838
258.266429,1001,8149.639114
279.812829,1001,8170.825542
298.671731,1001,8192.154916
297.408242,1001,8213.539473
192.107198,1001,8235.108405
281.770726,1001,8256.5005
258.899997,1001,8277.663527
291.065555,1001,8298.888637
256.57148,1001,8320.000466
221.36613,1001,8341.085896
139.169346,653,8355.056123
285.650708,1001,8376.207877
145.48705,540,8387.810228
283.627562,1001,8409.10924
268.389377,1001,8430.38257
241.799606,1001,8451.700353
70.584058,338,8459.027085
274.875873,1001,8480.307762
280.15525,1001,8501.453572
280.149325,1001,8522.690216
276.963048,1001,8543.869745
248.011954,1001,8565.302932
279.248594,1001,8586.448591
254.736836,1001,8607.769238
229.287872,1001,8628.83479
188.361215,1001,8650.018632
49.899131,227,8655.296552
77.400612,345,8662.889834
275.648491,1001,8685.323235
264.043299,1001,8706.625055
287.694353,1001,8728.202676
200.204531,1001,8749.438058
139.719659,544,8761.197388
215.902654,1001,8782.523968
87.627639,564,8794.816564
132.28296,491,8805.520509
236.838206,1001,8826.87107
285.955382,1001,8848.354701
250.483209,1001,8869.473862
288.57598,1001,8890.978397
286.962436,1001,8912.327937
293.395834,1001,8933.577151
256.197076,1001,8954.842246
238.594301,1001,8976.185219
283.852239,1001,8997.388819
202.823842,1001,9018.723599
145.583915,599,9031.67954
220.033057,1001,9053.008913
239.858122,1001,9074.570448
271.388217,1001,9095.870295
76.881388,286,9102.076138
153.694454,581,9114.459671
252.742993,1001,9136.00966
