#{"t_start": 1669399241.1820152, "env_id": null}
r,l,t
165.26037,651,3694.798393
80.154701,309,3699.59484
129.064665,557,3705.240698
275.703312,1001,3714.995677
257.177102,1001,3725.176538
76.906614,349,3729.304508
180.314952,960,3738.570191
129.264783,914,3748.897559
67.352001,361,3752.974733
106.784865,468,3757.741971
125.21758,537,3763.267686
95.290467,385,3767.294306
227.400471,1001,3777.328295
41.197193,229,3780.007492
237.099118,1001,3791.579652
170.803592,683,3798.603517
20.616165,113,3800.134599
229.999288,873,3809.325204
174.629975,716,3816.862901
254.133555,1001,3828.523758
16.455314,106,3830.112585
76.120033,336,3833.963902
97.467621,439,3838.693661
42.861963,241,3841.585511
274.001128,1001,3851.572025
256.685707,1001,3861.749357
195.207899,845,3870.07587
166.226612,1001,3881.11919
134.321751,710,3888.32293
71.386902,363,3892.228144
243.013447,1001,3901.949836
243.021603,1001,3911.783703
55.919208,279,3916.49824
28.323568,181,3918.950491
162.856866,671,3925.858126
193.316913,775,3933.769556
248.066643,1001,3943.898311
179.777472,717,3951.249994
238.458406,1001,3962.595547
145.469822,551,3968.341529
254.222298,882,3977.248655
187.98195,811,3985.782367
112.403517,625,3992.063411
271.40575,1001,4003.340928
50.409011,279,4006.582488
27.943921,126,4008.251269
89.232492,495,4013.177276
203.481885,864,4021.83429
72.94747,316,4025.479019
274.962874,1001,4035.631913
168.179802,737,4042.922132
222.511256,1001,4054.257964
223.693187,1001,4064.046594
219.140348,1001,4073.931224
235.697943,1001,4083.711921
23.675726,118,4085.252299
240.240641,1001,4096.585956
251.711913,1001,4106.606489
263.866128,1001,4116.623041
61.547725,471,4121.70845
224.557881,1001,4133.042589
162.017429,674,4139.778206
243.789847,1001,4149.746635
66.559899,318,4153.411038
92.138181,516,4158.909974
135.086643,641,4165.341259
87.906173,648,4171.834652
196.255905,1001,4183.150998
281.309079,1001,4193.51393
48.938972,369,4197.287158
261.129057,1001,4207.07932
157.485372,829,4216.492754
63.911775,253,4219.309002
260.054173,1001,4229.352433
257.312702,1001,4239.164775
257.302502,969,4249.201844
94.399564,384,4253.374853
207.996252,1001,4265.103512
247.748701,1001,4274.984358
77.908396,362,4279.277678
264.440813,1001,4289.184005
172.644738,641,4295.578468
167.031273,692,4303.856187
219.240963,1001,4314.032371
219.286456,971,4323.837008
202.151101,1001,4334.253222
78.738469,408,4338.933776
246.751321,1001,4350.059776
285.369583,1001,4360.113292
202.709481,1001,4369.886955
197.716103,941,4379.612972
259.713759,1001,4390.973114
264.839867,1001,4400.960858
250.006098,1001,4410.560735
26.21947,150,4412.562104
260.572098,1001,4422.174411
263.221169,1001,4433.063452
281.291251,1001,4443.254342
262.844453,1001,4453.267158
270.775007,1001,4463.256498
158.450832,716,4471.749518
100.123614,417,4476.275253
79.298348,361,4480.266935
231.261598,1001,4490.262899
274.54426,1001,4500.300544
181.043406,1001,4510.178595
221.663639,806,4519.387475
85.430366,346,4522.960806
269.389747,1001,4532.797357
282.263761,1001,4542.49669
263.587044,1001,4552.542161
238.499793,948,4563.341213
185.105015,894,4572.107445
