#{"t_start": 1669332111.8025417, "env_id": null}
r,l,t
0.544604,133,1305.324355
0.848877,194,1308.900702
45.647106,190,1312.400966
0.585964,81,1314.297976
1.096754,159,1317.301951
0.596967,237,1321.442894
52.504042,267,1326.10557
0.906555,147,1329.06932
1.317423,123,1331.726795
41.0458,195,1335.40361
1.265575,89,1339.764922
0.589183,70,1341.571503
0.573009,63,1343.272865
1.639216,133,1345.958468
30.584218,214,1349.995033
0.709678,227,1354.4089
0.822069,299,1359.655338
0.751748,177,1363.086958
32.999674,171,1366.348599
0.394722,136,1369.104476
0.895064,209,1372.963215
125.28046,672,1383.918528
0.953894,150,1386.772661
0.866975,267,1391.559237
0.928709,317,1396.919438
1.257902,105,1399.197468
418.456623,488,1406.991918
111.452936,250,1411.402797
0.814838,57,1413.141305
6.291632,208,1419.083915
1.158417,135,1421.803483
0.903969,90,1423.754357
0.919224,60,1425.300495
2.821789,272,1429.775801
0.72865,57,1431.267418
0.491558,52,1432.725661
0.842625,230,1436.679789
0.83857,108,1438.910704
145.352476,290,1443.768896
1.389702,103,1445.975699
46.858574,276,1450.789678
1.053476,64,1452.475431
8.881122,201,1456.120484
1.038813,190,1459.636756
1.095777,197,1463.216329
10.995619,267,1467.913314
1.099565,252,1472.752465
0.9311,62,1474.457974
0.813486,134,1477.216987
2.924743,297,1482.530889
0.736433,191,1486.153169
32.548898,171,1489.494972
7.423131,146,1492.476061
139.473231,758,1507.233376
1.426855,190,1510.956527
1.379823,144,1513.757777
1.370973,278,1518.557248
75.046788,146,1521.408993
1.08022,224,1525.399174
0.639829,71,1527.025798
0.630577,71,1528.68359
0.560916,149,1531.480781
1.102702,222,1535.675268
1.124239,257,1540.138768
177.640774,236,1544.29844
99.738567,257,1548.715121
10.593511,375,1554.866566
89.960944,303,1559.99525
17.116973,188,1563.429397
11.733033,168,1566.532955
0.492029,61,1568.118285
0.76137,248,1574.939982
16.343619,132,1577.677167
16.139404,225,1581.529205
1.268492,200,1585.113775
0.627282,90,1587.116131
15.498498,121,1589.572659
4.817874,196,1593.538737
2.346972,143,1596.174088
43.363536,206,1599.815954
1.190955,53,1601.228443
1.266427,234,1605.179902
0.739488,188,1608.534777
1.345171,243,1612.770868
3.491164,209,1616.455839
1.428899,171,1619.672283
0.75548,225,1623.545309
1.410168,171,1626.597774
1.964522,162,1629.565156
2.050887,222,1633.388777
0.890359,166,1636.453115
0.478041,185,1639.683964
0.868443,75,1641.429348
3.118436,301,1646.285867
677.718434,424,1655.518369
10.148843,180,1658.857337
1.129524,144,1661.590443
0.978758,197,1665.02906
1.019935,179,1668.214519
40.173775,292,1673.047516
0.892132,45,1674.446028
2.536987,142,1677.220009
4.747252,231,1681.256142
57.316547,207,1685.09358
91.315369,304,1690.518731
0.401156,209,1694.43019
141.997062,343,1700.44802
0.735481,72,1702.284186
0.451296,176,1705.708702
29.795465,352,1711.982831
0.658947,92,1714.234866
16.332464,195,1717.721709
145.114855,685,1731.829037
5.732273,175,1735.067855
0.494704,70,1736.785137
51.042871,212,1740.395808
0.991196,254,1744.734986
63.822062,311,1750.130309
3.597326,220,1754.249075
82.112692,256,1758.907578
46.531769,253,1763.487761
0.981406,209,1767.421875
0.943481,195,1771.146243
0.687389,253,1775.764724
0.379675,196,1779.335771
2.996904,294,1784.273779
18.213014,295,1789.26062
1.82773,142,1791.970813
1.374839,142,1794.732653
80.484018,356,1802.840357
40.693184,198,1806.392842
1.156216,147,1809.281961
8.651612,178,1812.600152
0.652908,245,1816.815812
69.71358,264,1821.064634
142.439851,385,1827.053442
4.53384,146,1829.726556
21.620565,294,1834.730382
17.58365,405,1841.016907
0.830595,78,1842.784824
0.752916,89,1844.621129
1.272127,105,1846.722872
75.972796,234,1850.609934
301.656768,342,1856.042922
27.43946,269,1860.440734
1.029344,55,1861.9485
109.08266,182,1865.148076
1.532416,223,1869.023151
0.904868,326,1876.612808
2.116111,122,1879.063527
14.498591,300,1883.850735
0.990326,147,1886.530033
649.307965,576,1895.514047
31.210263,128,1898.012974
88.267925,203,1901.462304
0.46748,59,1902.988165
0.652599,227,1906.771101
4.139783,213,1910.39599
8.78453,232,1914.308047
36.753705,210,1917.974605
6.592552,218,1921.799544
9.41939,260,1926.226043
41.304954,244,1930.556723
85.228606,200,1934.328072
0.601372,326,1939.965331
183.879967,422,1949.425204
43.783463,204,1953.686377
5.703925,147,1956.68254
20.92889,168,1959.928511
10.331513,134,1962.648754
1.993962,154,1965.667509
1.012596,63,1967.291345
0.918891,266,1971.906303
2.894758,327,1977.393996
3.974762,289,1982.277282
26.473571,235,1986.448935
71.675681,152,1989.543441
0.819548,171,1992.922853
22.872586,160,1996.038745
19.42464,202,1999.891695
12.931411,179,2003.345005
82.790143,227,2007.384733
8.077785,211,2010.986801
1.149431,336,2016.841535
30.190611,188,2020.210716
0.737368,63,2021.795885
1.046124,67,2023.420995
18.185876,154,2028.437637
17.478143,151,2031.236639
0.610872,336,2036.688618
316.206472,345,2042.240046
8.439408,139,2044.879201
16.253635,118,2047.232903
116.472834,222,2051.277951
32.721421,234,2055.407509
285.897905,301,2060.575656
1.649365,221,2064.53891
0.91508,138,2067.28158
9.656474,95,2069.321106
0.999496,159,2072.623165
6.038153,215,2076.520764
84.548908,202,2080.537532
1565.350292,782,2092.875807
18.144069,102,2095.133509
1.103521,193,2098.492608
119.792823,188,2104.211207
21.109504,383,2110.477603
13.272843,146,2113.251347
1.856363,113,2115.558978
42.313728,136,2118.172063
2.435191,160,2121.075197
117.140312,236,2125.164365
122.710507,188,2128.679488
0.559887,113,2131.175307
0.779981,51,2132.864875
28.201437,124,2135.488597
262.960628,359,2141.640573
2.987172,169,2144.992354
18.971501,134,2147.797111
1.154133,174,2151.247331
28.386524,264,2156.024925
606.536537,661,2166.946085
10.570779,260,2171.699006
432.6387,298,2179.270191
1.955502,187,2182.823505
9.720699,241,2187.203525
1.198134,76,2189.043326
110.50568,167,2192.60558
22.499061,292,2197.837581
359.847404,481,2205.883715
78.565229,153,2208.885773
6.827039,104,2211.187469
0.76821,219,2215.25066
1.268169,325,2220.794532
375.73529,456,2228.49123
1.53616,91,2230.562508
562.90485,366,2236.716015
12.269293,201,2240.40918
93.250946,305,2245.679722
0.923254,265,2250.258407
65.406953,172,2256.114666
46.267304,226,2260.06899
1.511429,234,2264.22207
89.01389,231,2268.058565
1.430527,135,2270.510003
332.00852,502,2278.817406
3.855173,290,2284.413662
0.928687,288,2289.290591
0.657526,109,2291.591584
1.248623,203,2295.145373
0.842764,373,2301.115935
87.838236,171,2304.237185
0.857911,141,2306.920301
0.739447,190,2310.375007
124.221235,234,2314.781834
64.142014,162,2317.913795
217.340633,367,2323.969308
95.027772,200,2329.734185
177.975515,228,2333.84402
