#{"t_start": 1669321952.5620885, "env_id": null}
r,l,t
28.705827,373,1838.978445
64.215536,1001,1846.893535
87.944163,848,1854.949445
30.359956,551,1859.476283
31.943534,368,1862.605148
39.373699,568,1867.257263
14.87323,546,1871.664785
27.111797,319,1874.443432
50.350962,649,1879.620141
115.623456,1001,1887.530588
86.912056,1001,1896.485967
49.492198,665,1901.725456
41.03766,876,1908.422322
68.79534,1001,1916.610961
39.085236,788,1923.905288
106.736429,1001,1931.617273
28.762568,309,1934.301138
37.242473,900,1941.1903
39.065987,507,1945.368388
109.196158,1001,1953.122418
67.732084,676,1959.54652
15.533895,335,1962.435228
82.830125,812,1968.82662
99.574428,1001,1976.832615
41.018001,457,1980.57317
86.1629,1001,1988.315252
26.077485,402,1992.732049
77.641977,719,1998.500391
58.689269,553,2002.933183
47.046688,486,2006.975545
57.559466,1001,2014.754767
74.408845,1001,2023.383753
107.556308,1001,2031.385372
67.886514,1001,2040.740603
63.588975,862,2047.631654
84.411291,1001,2055.364158
39.64698,733,2062.152274
132.668211,1001,2070.013509
85.36501,1001,2077.881449
100.900998,1001,2085.669207
57.085989,687,2092.345767
113.716627,1001,2100.449956
26.982201,320,2103.241182
130.350062,1001,2110.869118
43.171481,565,2115.486584
69.36324,740,2121.329017
46.780699,1001,2130.127995
62.244322,1001,2137.950669
105.895593,1001,2145.668812
75.590115,786,2152.010655
48.020325,751,2159.190567
48.626894,512,2163.383917
110.318345,1001,2171.113235
60.721922,1001,2178.882124
118.992856,1001,2186.618996
60.799626,759,2193.779841
107.715633,906,2200.874249
74.409642,652,2206.097502
108.327065,1001,2214.179624
33.442868,356,2217.340618
123.598569,1001,2226.228303
143.283186,1001,2234.001461
121.229504,1001,2241.755201
115.393941,1001,2249.636406
33.322651,430,2253.175003
45.081832,865,2260.976189
110.244959,1001,2268.786257
41.177752,446,2272.663308
53.335798,682,2278.679961
61.699518,810,2286.554874
116.186043,1001,2295.516435
41.204797,410,2298.91294
132.67192,1001,2306.704196
10.771678,178,2308.36865
114.5568,1001,2316.199266
106.788712,891,2323.25151
88.78573,1001,2332.217862
129.325606,1001,2340.224586
68.946745,675,2345.631862
136.24993,1001,2353.351658
136.222949,1001,2362.243315
110.324234,1001,2370.291687
110.065336,1001,2378.075576
111.46184,1001,2385.863345
27.494404,435,2389.49311
106.074882,1001,2398.633107
127.024998,1001,2848.586841
110.558037,1001,2862.826708
125.950492,1001,2870.532369
80.84575,1001,2878.700495
39.10603,381,2881.695385
99.11875,1001,2888.889959
38.484556,513,2892.84919
139.266402,1001,2900.014238
120.504586,1001,2909.247329
123.834392,1001,2916.437449
101.053201,1001,2923.174042
97.499941,818,2928.883454
82.718595,806,2934.59259
42.920221,910,2941.607877
142.669091,1001,2948.388114
123.643389,1001,2955.220791
137.826523,1001,2961.997848
123.552762,1001,2970.367417
136.670324,1001,2977.171321
40.056008,752,2982.421087
131.100072,1001,2989.142733
137.934079,1001,2997.044415
117.051467,1001,3003.777059
118.607343,1001,3010.533163
149.640146,1001,3017.422157
123.973886,1001,3025.205621
26.877534,484,3029.177651
84.218746,725,3034.282582
143.8775,1001,3041.101533
97.273765,991,3047.843003
120.472225,1001,3055.711774
137.683152,1001,3062.533121
134.116066,1001,3069.296532
133.472794,1001,3076.110105
86.380557,1001,3083.790903
133.179793,1001,3090.678842
